locations_id,directions_id,measured_from,measured_to,value
camea-BC_NM-CEKV,camea-BC_NM-KV,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-KU,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-LE,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-HR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-PR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-UP,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_NM-CEKV,camea-BC_NM-CE,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_CB-CHTU,camea-BC_CB-CH,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VS-CE,camea-BC_VS-CE,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-AR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-ZB,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_CB-CHTU,camea-LO_CB-TU,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-SE,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PC,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_KO-LEPR,camea-BC_KO-PR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PN-VYBR,camea-PN-VY,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-PV,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_TL-TRHO,camea-TL-TR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_NS-PAVL,camea-LO_NS-VL,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_NS-PAVL,camea-BC_NS-PA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-ND,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PM-MHJA,camea-PM-MH,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_ST-RABA,camea-ST-RA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-KM,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-ML,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_DS-KJVL,camea-BC_DS-KJ,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-HL,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_ST-RABA,camea-ST-BA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PP-ROJP,camea-BC_PP-RO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-KM,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PP-ROJP,camea-LO_PP-JP,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PN-VYBR,camea-PN-BR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-WI,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,2
camea-BC_HZ-CE,camea-BC_HZ-CE,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_RN-JK,camea-RN-KA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-NP,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_RN-JK,camea-RN-JO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_DS-KJVL,camea-BC_DS-VL,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PM-MHJA,camea-PM-JA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-VY,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-MO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-BR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-PL,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-ST,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VR-ST,camea-VR-VY,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-ZL,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_ZA-KLBO,camea-BC_ZA-BO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KR,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_VR-ST,camea-VR-ST,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-VO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-KO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-LA,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-KT,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_EU-KTOT,camea-BC_EU-OT,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_ZA-KLBO,camea-BC_ZA-KL,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-ST,2020-01-01T00:25:00.000Z,2020-01-01T00:30:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KA,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-OT,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_BS-BMZL,camea-BC_BS-ZL,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_ZA-KLBO,camea-BC_ZA-BO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_ZA-KLBO,camea-BC_ZA-KL,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-MO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-ST,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-BR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-VO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-KT,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_SU-KRKA,camea-SU-KR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-KO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VR-ST,camea-VR-ST,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-PL,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-ST,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VR-ST,camea-VR-VY,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-LA,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-VY,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_TL-TRHO,camea-TL-HO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-HR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-ZB,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-AR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_NS-PAVL,camea-LO_NS-VL,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PC,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_NM-CEKV,camea-BC_NM-KV,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-RA,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_CB-CHTU,camea-LO_CB-TU,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-PV,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,3
camea-BC_CB-CHTU,camea-BC_CB-CH,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-VI,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-LI,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PN,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_SH-SEKU,camea-BC_SH-SE,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-PR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HO,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_NM-CEKV,camea-BC_NM-CE,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-UE,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-PR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,
camea-BC_NS-PAVL,camea-BC_NS-PA,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-UP,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_TL-TRHO,camea-TL-TR,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-LE,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_VS-CE,camea-BC_VS-CE,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-KU,2020-01-01T00:30:00.000Z,2020-01-01T00:35:00.000Z,0
